,Province/State,Country/Region,Lat,Long,date,recovered
14015,French Polynesia,France,-17.6797,149.4068,2020-03-17,0
14016,Guadeloupe,France,16.25,-61.5833,2020-03-17,0
14017,Martinique,France,14.6415,-61.0242,2020-03-17,0
14018,Mayotte,France,-12.8275,45.1662,2020-03-17,0
14019,New Caledonia,France,-20.9043,165.618,2020-03-17,0
14020,Reunion,France,-21.1351,55.2471,2020-03-17,0
14021,Saint Barthelemy,France,17.9,-62.8333,2020-03-17,0
14022,St Martin,France,18.0708,-63.0501,2020-03-17,0
14023,,France,46.2276,2.2137,2020-03-17,12
14024,,Gabon,-0.8037,11.6094,2020-03-17,0
14025,,Gambia,13.4432,-15.3101,2020-03-17,0
14026,,Georgia,42.3154,43.3569,2020-03-17,1
14027,,Germany,51.0,9.0,2020-03-17,67
14028,,Ghana,7.9465,-1.0232,2020-03-17,0
14029,,Grenada,12.1165,-61.678999999999995,2020-03-17,0
14030,,Greece,39.0742,21.8243,2020-03-17,8
14031,,Guatemala,15.7835,-90.2308,2020-03-17,0
14032,,Guinea,9.9456,-9.6966,2020-03-17,0
14033,,Guinea-Bissau,11.8037,-15.1804,2020-03-17,0
14034,,Guyana,5.0,-58.75,2020-03-17,0
14035,,Haiti,18.9712,-72.2852,2020-03-17,0
14036,,Holy See,41.9029,12.4534,2020-03-17,0
14037,,Honduras,15.2,-86.2419,2020-03-17,0
14038,,Hungary,47.1625,19.5033,2020-03-17,2
14039,,Iceland,64.9631,-19.0208,2020-03-17,0
14040,,India,21.0,78.0,2020-03-17,14
14041,,Indonesia,-0.7893,113.9213,2020-03-17,8
14042,,Iran,32.0,53.0,2020-03-17,5389
14043,,Iraq,33.0,44.0,2020-03-17,32
14044,,Ireland,53.1424,-7.6921,2020-03-17,5
14045,,Israel,31.0,35.0,2020-03-17,11
14046,,Italy,43.0,12.0,2020-03-17,2941
14047,,Jamaica,18.1096,-77.2975,2020-03-17,2
14048,,Japan,36.0,138.0,2020-03-17,144
14049,,Jordan,31.24,36.51,2020-03-17,1
14050,,Kazakhstan,48.0196,66.9237,2020-03-17,0
14051,,Kenya,-0.0236,37.9062,2020-03-17,0
14052,,"Korea, South",36.0,128.0,2020-03-17,1407
14053,,Kuwait,29.5,47.75,2020-03-17,9
14054,,Kyrgyzstan,41.2044,74.7661,2020-03-17,0
14055,,Latvia,56.8796,24.6032,2020-03-17,1
14056,,Lebanon,33.8547,35.8623,2020-03-17,3
14057,,Liberia,6.4281,-9.4295,2020-03-17,0
14058,,Libya,26.3351,17.228331,2020-03-17,0
14059,,Liechtenstein,47.14,9.55,2020-03-17,0
14060,,Lithuania,55.1694,23.8813,2020-03-17,1
14061,,Luxembourg,49.8153,6.1296,2020-03-17,0
14062,,Madagascar,-18.7669,46.8691,2020-03-17,0
14063,,Malaysia,2.5,112.5,2020-03-17,49
14064,,Maldives,3.2028,73.2207,2020-03-17,0
14065,,Mali,17.570692,-3.996166000000001,2020-03-17,0
14066,,Malta,35.9375,14.3754,2020-03-17,2
14067,,Mauritania,21.0079,10.9408,2020-03-17,0
14068,,Mauritius,-20.2,57.5,2020-03-17,0
14069,,Mexico,23.6345,-102.5528,2020-03-17,4
14070,,Moldova,47.4116,28.3699,2020-03-17,1
14071,,Monaco,43.7333,7.4167,2020-03-17,0
14072,,Mongolia,46.8625,103.8467,2020-03-17,0
14073,,Montenegro,42.5,19.3,2020-03-17,0
14074,,Morocco,31.7917,-7.0926,2020-03-17,1
14075,,Mozambique,-18.6657,35.5296,2020-03-17,0
14076,,Namibia,-22.9576,18.4904,2020-03-17,0
14077,,Nepal,28.1667,84.25,2020-03-17,1
14078,Aruba,Netherlands,12.5186,-70.0358,2020-03-17,0
14079,Curacao,Netherlands,12.1696,-68.99,2020-03-17,0
14080,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-17,0
14081,,Netherlands,52.1326,5.2913,2020-03-17,0
14082,,New Zealand,-40.9006,174.886,2020-03-17,0
14083,,Nicaragua,12.8654,-85.2072,2020-03-17,0
14084,,Niger,17.6078,8.0817,2020-03-17,0
14085,,Nigeria,9.082,8.6753,2020-03-17,0
14086,,North Macedonia,41.6086,21.7453,2020-03-17,1
14087,,Norway,60.472,8.4689,2020-03-17,1
14088,,Oman,21.0,57.0,2020-03-17,9
14089,,Pakistan,30.3753,69.3451,2020-03-17,2
14090,,Panama,8.538,-80.7821,2020-03-17,0
14091,,Papua New Guinea,-6.315,143.9555,2020-03-17,0
14092,,Paraguay,-23.4425,-58.4438,2020-03-17,0
14093,,Peru,-9.19,-75.0152,2020-03-17,1
14094,,Philippines,13.0,122.0,2020-03-17,5
14095,,Poland,51.9194,19.1451,2020-03-17,13
14096,,Portugal,39.3999,-8.2245,2020-03-17,3
14097,,Qatar,25.3548,51.1839,2020-03-17,4
14098,,Romania,45.9432,24.9668,2020-03-17,16
14099,,Russia,60.0,90.0,2020-03-17,8
14100,,Rwanda,-1.9403,29.8739,2020-03-17,0
14101,,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-17,0
14102,,Saint Lucia,13.9094,-60.9789,2020-03-17,0
14103,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-17,0
14104,,San Marino,43.9424,12.4578,2020-03-17,4
14105,,Saudi Arabia,24.0,45.0,2020-03-17,6
14106,,Senegal,14.4974,-14.4524,2020-03-17,2
14107,,Serbia,44.0165,21.0059,2020-03-17,1
14108,,Seychelles,-4.6796,55.492,2020-03-17,0
14109,,Singapore,1.2833,103.8333,2020-03-17,114
14110,,Slovakia,48.669,19.699,2020-03-17,0
14111,,Slovenia,46.1512,14.9955,2020-03-17,0
14112,,Somalia,5.1521,46.1996,2020-03-17,0
14113,,South Africa,-30.5595,22.9375,2020-03-17,0
14114,,Spain,40.0,-4.0,2020-03-17,1028
14115,,Sri Lanka,7.0,81.0,2020-03-17,1
14116,,Sudan,12.8628,30.2176,2020-03-17,0
14117,,Suriname,3.9193,-56.0278,2020-03-17,0
14118,,Sweden,63.0,16.0,2020-03-17,1
14119,,Switzerland,46.8182,8.2275,2020-03-17,4
14120,,Syria,34.8021,38.9968,2020-03-17,0
14121,,Taiwan*,23.7,121.0,2020-03-17,22
14122,,Tanzania,-6.369,34.8888,2020-03-17,0
14123,,Thailand,15.0,101.0,2020-03-17,41
14124,,Timor-Leste,-8.8742,125.7275,2020-03-17,0
14125,,Togo,8.6195,0.8248,2020-03-17,0
14126,,Trinidad and Tobago,10.6918,-61.2225,2020-03-17,0
14127,,Tunisia,34.0,9.0,2020-03-17,0
14128,,Turkey,38.9637,35.2433,2020-03-17,0
14129,,Uganda,1.0,32.0,2020-03-17,0
14130,,Ukraine,48.3794,31.1656,2020-03-17,0
14131,,United Arab Emirates,24.0,54.0,2020-03-17,23
14132,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-17,0
14133,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-17,0
14134,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-17,0
14135,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-17,1
14136,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-17,0
14137,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-17,0
14138,,United Kingdom,55.3781,-3.4360000000000004,2020-03-17,52
14139,,Uruguay,-32.5228,-55.7658,2020-03-17,0
14140,,US,37.0902,-95.7129,2020-03-17,17
14141,,Uzbekistan,41.3775,64.5853,2020-03-17,0
14142,,Venezuela,6.4238,-66.5897,2020-03-17,0
14143,,Vietnam,16.0,108.0,2020-03-17,16
14144,,Zambia,-15.4167,28.2833,2020-03-17,0
14145,,Zimbabwe,-20.0,30.0,2020-03-17,0
14146,,West Bank and Gaza,31.9522,35.2332,2020-03-17,0
14147,,Laos,19.856270000000002,102.495496,2020-03-17,0
14148,,Kosovo,42.602636,20.902977,2020-03-17,0
14149,,Burma,21.9162,95.956,2020-03-17,0
14150,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-17,0
14151,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-17,0
14152,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-17,0
14153,,MS Zaandam,0.0,0.0,2020-03-17,0
14154,,Botswana,-22.3285,24.6849,2020-03-17,0
14155,,Burundi,-3.3731,29.9189,2020-03-17,0
14156,,Sierra Leone,8.460555000000001,-11.779889,2020-03-17,0
14157,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-03-17,0
14158,,Malawi,-13.254307999999998,34.301525,2020-03-17,0
14159,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-17,0
14160,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-17,0
14161,,South Sudan,6.8770000000000024,31.307,2020-03-17,0
14162,,Western Sahara,24.2155,-12.8858,2020-03-17,0
14163,,Sao Tome and Principe,0.18636,6.613081,2020-03-17,0
14164,,Yemen,15.552726999999999,48.516388,2020-03-17,0
14165,,Comoros,-11.6455,43.3333,2020-03-17,0
14166,,Tajikistan,38.861034000000004,71.276093,2020-03-17,0
14167,,Lesotho,-29.609988,28.233608,2020-03-17,0
14168,,Afghanistan,33.0,65.0,2020-03-18,1
14169,,Albania,41.1533,20.1683,2020-03-18,0
14170,,Algeria,28.0339,1.6596,2020-03-18,12
14171,,Andorra,42.5063,1.5218,2020-03-18,1
14172,,Angola,-11.2027,17.8739,2020-03-18,0
14173,,Antigua and Barbuda,17.0608,-61.7964,2020-03-18,0
14174,,Argentina,-38.4161,-63.6167,2020-03-18,3
14175,,Armenia,40.0691,45.0382,2020-03-18,1
14176,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-18,0
14177,New South Wales,Australia,-33.8688,151.2093,2020-03-18,4
14178,Northern Territory,Australia,-12.4634,130.8456,2020-03-18,0
14179,Queensland,Australia,-28.0167,153.4,2020-03-18,8
14180,South Australia,Australia,-34.9285,138.6007,2020-03-18,3
14181,Tasmania,Australia,-41.4545,145.9707,2020-03-18,0
14182,Victoria,Australia,-37.8136,144.9631,2020-03-18,8
14183,Western Australia,Australia,-31.9505,115.8605,2020-03-18,0
14184,,Austria,47.5162,14.5501,2020-03-18,9
14185,,Azerbaijan,40.1431,47.5769,2020-03-18,6
14186,,Bahamas,25.0343,-77.3963,2020-03-18,0
14187,,Bahrain,26.0275,50.55,2020-03-18,88
14188,,Bangladesh,23.685,90.3563,2020-03-18,3
14189,,Barbados,13.1939,-59.5432,2020-03-18,0
14190,,Belarus,53.7098,27.9534,2020-03-18,5
14191,,Belgium,50.8333,4.0,2020-03-18,31
14192,,Belize,13.1939,-59.5432,2020-03-18,0
14193,,Benin,9.3077,2.3158,2020-03-18,0
14194,,Bhutan,27.5142,90.4336,2020-03-18,0
14195,,Bolivia,-16.2902,-63.5887,2020-03-18,0
14196,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-18,2
14197,,Brazil,-14.235,-51.9253,2020-03-18,2
14198,,Brunei,4.5353,114.7277,2020-03-18,0
14199,,Bulgaria,42.7339,25.4858,2020-03-18,0
14200,,Burkina Faso,12.2383,-1.5616,2020-03-18,0
14201,,Cabo Verde,16.5388,-23.0418,2020-03-18,0
14202,,Cambodia,11.55,104.9167,2020-03-18,1
14203,,Cameroon,3.8480000000000003,11.5021,2020-03-18,0
14204,,Canada,56.1304,-106.3468,2020-03-18,9
14205,,Central African Republic,6.6111,20.9394,2020-03-18,0
14206,,Chad,15.4542,18.7322,2020-03-18,0
14207,,Chile,-35.6751,-71.543,2020-03-18,0
14208,Anhui,China,31.8257,117.2264,2020-03-18,984
14209,Beijing,China,40.1824,116.4142,2020-03-18,378
14210,Chongqing,China,30.0572,107.874,2020-03-18,570
14211,Fujian,China,26.0789,117.9874,2020-03-18,295
14212,Gansu,China,37.8099,101.0583,2020-03-18,91
14213,Guangdong,China,23.3417,113.4244,2020-03-18,1313
14214,Guangxi,China,23.8298,108.7881,2020-03-18,250
14215,Guizhou,China,26.8154,106.8748,2020-03-18,144
14216,Hainan,China,19.1959,109.7453,2020-03-18,161
14217,Hebei,China,39.549,116.1306,2020-03-18,310
14218,Heilongjiang,China,47.861999999999995,127.7615,2020-03-18,459
14219,Henan,China,33.882,113.61399999999999,2020-03-18,1250
14220,Hong Kong,China,22.3,114.2,2020-03-18,92
14221,Hubei,China,30.9756,112.2707,2020-03-18,56927
14222,Hunan,China,27.6104,111.7088,2020-03-18,1014
14223,Inner Mongolia,China,44.0935,113.9448,2020-03-18,73
14224,Jiangsu,China,32.9711,119.455,2020-03-18,631
14225,Jiangxi,China,27.614,115.7221,2020-03-18,934
14226,Jilin,China,43.6661,126.1923,2020-03-18,92
14227,Liaoning,China,41.2956,122.6085,2020-03-18,122
14228,Macau,China,22.1667,113.55,2020-03-18,10
14229,Ningxia,China,37.2692,106.1655,2020-03-18,75
14230,Qinghai,China,35.7452,95.9956,2020-03-18,18
14231,Shaanxi,China,35.1917,108.8701,2020-03-18,237
14232,Shandong,China,36.3427,118.1498,2020-03-18,746
14233,Shanghai,China,31.201999999999998,121.4491,2020-03-18,326
14234,Shanxi,China,37.5777,112.2922,2020-03-18,133
14235,Sichuan,China,30.6171,102.7103,2020-03-18,525
14236,Tianjin,China,39.3054,117.323,2020-03-18,133
14237,Tibet,China,31.6927,88.0924,2020-03-18,1
14238,Xinjiang,China,41.1129,85.2401,2020-03-18,73
14239,Yunnan,China,24.974,101.48700000000001,2020-03-18,172
14240,Zhejiang,China,29.1832,120.0934,2020-03-18,1216
14241,,Colombia,4.5709,-74.2973,2020-03-18,1
14242,,Congo (Brazzaville),-4.0383,21.7587,2020-03-18,0
14243,,Congo (Kinshasa),-4.0383,21.7587,2020-03-18,0
14244,,Costa Rica,9.7489,-83.7534,2020-03-18,0
14245,,Cote d'Ivoire,7.54,-5.5471,2020-03-18,1
14246,,Croatia,45.1,15.2,2020-03-18,4
14247,,Diamond Princess,0.0,0.0,2020-03-18,325
14248,,Cuba,22.0,-80.0,2020-03-18,0
14249,,Cyprus,35.1264,33.4299,2020-03-18,0
14250,,Czechia,49.8175,15.472999999999999,2020-03-18,3
14251,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-18,0
14252,Greenland,Denmark,71.7069,-42.6043,2020-03-18,0
14253,,Denmark,56.2639,9.5018,2020-03-18,1
14254,,Djibouti,11.8251,42.5903,2020-03-18,0
14255,,Dominica,15.415,-61.371,2020-03-18,0
14256,,Dominican Republic,18.7357,-70.1627,2020-03-18,0
14257,,Ecuador,-1.8312,-78.1834,2020-03-18,0
14258,,Egypt,26.0,30.0,2020-03-18,32
14259,,El Salvador,13.7942,-88.8965,2020-03-18,0
14260,,Equatorial Guinea,1.5,10.0,2020-03-18,0
14261,,Eritrea,15.1794,39.7823,2020-03-18,0
14262,,Estonia,58.5953,25.0136,2020-03-18,1
14263,,Eswatini,-26.5225,31.4659,2020-03-18,0
14264,,Ethiopia,9.145,40.4897,2020-03-18,0
14265,,Fiji,-17.7134,178.065,2020-03-18,0
14266,,Finland,64.0,26.0,2020-03-18,10
14267,French Guiana,France,3.9339,-53.1258,2020-03-18,0
14268,French Polynesia,France,-17.6797,149.4068,2020-03-18,0
14269,Guadeloupe,France,16.25,-61.5833,2020-03-18,0
14270,Martinique,France,14.6415,-61.0242,2020-03-18,0
14271,Mayotte,France,-12.8275,45.1662,2020-03-18,0
14272,New Caledonia,France,-20.9043,165.618,2020-03-18,0
14273,Reunion,France,-21.1351,55.2471,2020-03-18,0
14274,Saint Barthelemy,France,17.9,-62.8333,2020-03-18,0
14275,St Martin,France,18.0708,-63.0501,2020-03-18,0
14276,,France,46.2276,2.2137,2020-03-18,12
14277,,Gabon,-0.8037,11.6094,2020-03-18,0
14278,,Gambia,13.4432,-15.3101,2020-03-18,0
14279,,Georgia,42.3154,43.3569,2020-03-18,1
14280,,Germany,51.0,9.0,2020-03-18,105
14281,,Ghana,7.9465,-1.0232,2020-03-18,0
14282,,Grenada,12.1165,-61.678999999999995,2020-03-18,0
14283,,Greece,39.0742,21.8243,2020-03-18,8
14284,,Guatemala,15.7835,-90.2308,2020-03-18,0
14285,,Guinea,9.9456,-9.6966,2020-03-18,0
14286,,Guinea-Bissau,11.8037,-15.1804,2020-03-18,0
14287,,Guyana,5.0,-58.75,2020-03-18,0
14288,,Haiti,18.9712,-72.2852,2020-03-18,0
14289,,Holy See,41.9029,12.4534,2020-03-18,0
14290,,Honduras,15.2,-86.2419,2020-03-18,0
14291,,Hungary,47.1625,19.5033,2020-03-18,2
14292,,Iceland,64.9631,-19.0208,2020-03-18,5
14293,,India,21.0,78.0,2020-03-18,14
14294,,Indonesia,-0.7893,113.9213,2020-03-18,11
14295,,Iran,32.0,53.0,2020-03-18,5389
14296,,Iraq,33.0,44.0,2020-03-18,43
14297,,Ireland,53.1424,-7.6921,2020-03-18,5
14298,,Israel,31.0,35.0,2020-03-18,11
14299,,Italy,43.0,12.0,2020-03-18,4025
14300,,Jamaica,18.1096,-77.2975,2020-03-18,2
14301,,Japan,36.0,138.0,2020-03-18,144
14302,,Jordan,31.24,36.51,2020-03-18,1
14303,,Kazakhstan,48.0196,66.9237,2020-03-18,0
14304,,Kenya,-0.0236,37.9062,2020-03-18,0
14305,,"Korea, South",36.0,128.0,2020-03-18,1540
14306,,Kuwait,29.5,47.75,2020-03-18,15
14307,,Kyrgyzstan,41.2044,74.7661,2020-03-18,0
14308,,Latvia,56.8796,24.6032,2020-03-18,1
14309,,Lebanon,33.8547,35.8623,2020-03-18,3
14310,,Liberia,6.4281,-9.4295,2020-03-18,0
14311,,Libya,26.3351,17.228331,2020-03-18,0
14312,,Liechtenstein,47.14,9.55,2020-03-18,0
14313,,Lithuania,55.1694,23.8813,2020-03-18,1
14314,,Luxembourg,49.8153,6.1296,2020-03-18,0
14315,,Madagascar,-18.7669,46.8691,2020-03-18,0
14316,,Malaysia,2.5,112.5,2020-03-18,60
14317,,Maldives,3.2028,73.2207,2020-03-18,0
14318,,Mali,17.570692,-3.996166000000001,2020-03-18,0
14319,,Malta,35.9375,14.3754,2020-03-18,2
14320,,Mauritania,21.0079,10.9408,2020-03-18,0
14321,,Mauritius,-20.2,57.5,2020-03-18,0
14322,,Mexico,23.6345,-102.5528,2020-03-18,4
14323,,Moldova,47.4116,28.3699,2020-03-18,1
14324,,Monaco,43.7333,7.4167,2020-03-18,0
14325,,Mongolia,46.8625,103.8467,2020-03-18,0
14326,,Montenegro,42.5,19.3,2020-03-18,0
14327,,Morocco,31.7917,-7.0926,2020-03-18,1
14328,,Mozambique,-18.6657,35.5296,2020-03-18,0
14329,,Namibia,-22.9576,18.4904,2020-03-18,0
14330,,Nepal,28.1667,84.25,2020-03-18,1
14331,Aruba,Netherlands,12.5186,-70.0358,2020-03-18,0
14332,Curacao,Netherlands,12.1696,-68.99,2020-03-18,0
14333,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-18,0
14334,,Netherlands,52.1326,5.2913,2020-03-18,0
14335,,New Zealand,-40.9006,174.886,2020-03-18,0
14336,,Nicaragua,12.8654,-85.2072,2020-03-18,0
14337,,Niger,17.6078,8.0817,2020-03-18,0
14338,,Nigeria,9.082,8.6753,2020-03-18,1
14339,,North Macedonia,41.6086,21.7453,2020-03-18,1
14340,,Norway,60.472,8.4689,2020-03-18,1
14341,,Oman,21.0,57.0,2020-03-18,12
14342,,Pakistan,30.3753,69.3451,2020-03-18,2
14343,,Panama,8.538,-80.7821,2020-03-18,0
14344,,Papua New Guinea,-6.315,143.9555,2020-03-18,0
14345,,Paraguay,-23.4425,-58.4438,2020-03-18,0
14346,,Peru,-9.19,-75.0152,2020-03-18,1
14347,,Philippines,13.0,122.0,2020-03-18,5
14348,,Poland,51.9194,19.1451,2020-03-18,13
14349,,Portugal,39.3999,-8.2245,2020-03-18,3
14350,,Qatar,25.3548,51.1839,2020-03-18,4
14351,,Romania,45.9432,24.9668,2020-03-18,19
14352,,Russia,60.0,90.0,2020-03-18,8
14353,,Rwanda,-1.9403,29.8739,2020-03-18,0
14354,,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-18,0
14355,,Saint Lucia,13.9094,-60.9789,2020-03-18,0
14356,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-18,0
14357,,San Marino,43.9424,12.4578,2020-03-18,4
14358,,Saudi Arabia,24.0,45.0,2020-03-18,6
14359,,Senegal,14.4974,-14.4524,2020-03-18,2
14360,,Serbia,44.0165,21.0059,2020-03-18,1
14361,,Seychelles,-4.6796,55.492,2020-03-18,0
14362,,Singapore,1.2833,103.8333,2020-03-18,114
14363,,Slovakia,48.669,19.699,2020-03-18,0
14364,,Slovenia,46.1512,14.9955,2020-03-18,0
14365,,Somalia,5.1521,46.1996,2020-03-18,0
14366,,South Africa,-30.5595,22.9375,2020-03-18,0
14367,,Spain,40.0,-4.0,2020-03-18,1081
14368,,Sri Lanka,7.0,81.0,2020-03-18,1
14369,,Sudan,12.8628,30.2176,2020-03-18,0
14370,,Suriname,3.9193,-56.0278,2020-03-18,0
14371,,Sweden,63.0,16.0,2020-03-18,1
14372,,Switzerland,46.8182,8.2275,2020-03-18,15
14373,,Syria,34.8021,38.9968,2020-03-18,0
14374,,Taiwan*,23.7,121.0,2020-03-18,22
14375,,Tanzania,-6.369,34.8888,2020-03-18,0
14376,,Thailand,15.0,101.0,2020-03-18,42
14377,,Timor-Leste,-8.8742,125.7275,2020-03-18,0
14378,,Togo,8.6195,0.8248,2020-03-18,0
14379,,Trinidad and Tobago,10.6918,-61.2225,2020-03-18,0
14380,,Tunisia,34.0,9.0,2020-03-18,0
14381,,Turkey,38.9637,35.2433,2020-03-18,0
14382,,Uganda,1.0,32.0,2020-03-18,0
14383,,Ukraine,48.3794,31.1656,2020-03-18,0
14384,,United Arab Emirates,24.0,54.0,2020-03-18,26
14385,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-18,0
14386,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-18,0
14387,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-18,0
14388,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-18,2
14389,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-18,0
14390,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-18,0
14391,,United Kingdom,55.3781,-3.4360000000000004,2020-03-18,65
14392,,Uruguay,-32.5228,-55.7658,2020-03-18,0
14393,,US,37.0902,-95.7129,2020-03-18,105
14394,,Uzbekistan,41.3775,64.5853,2020-03-18,0
14395,,Venezuela,6.4238,-66.5897,2020-03-18,0
14396,,Vietnam,16.0,108.0,2020-03-18,16
14397,,Zambia,-15.4167,28.2833,2020-03-18,0
14398,,Zimbabwe,-20.0,30.0,2020-03-18,0
14399,,West Bank and Gaza,31.9522,35.2332,2020-03-18,0
14400,,Laos,19.856270000000002,102.495496,2020-03-18,0
14401,,Kosovo,42.602636,20.902977,2020-03-18,0
14402,,Burma,21.9162,95.956,2020-03-18,0
14403,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-18,0
14404,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-18,0
14405,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-18,0
14406,,MS Zaandam,0.0,0.0,2020-03-18,0
14407,,Botswana,-22.3285,24.6849,2020-03-18,0
14408,,Burundi,-3.3731,29.9189,2020-03-18,0
14409,,Sierra Leone,8.460555000000001,-11.779889,2020-03-18,0
14410,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-03-18,0
14411,,Malawi,-13.254307999999998,34.301525,2020-03-18,0
14412,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-18,0
14413,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-18,0
14414,,South Sudan,6.8770000000000024,31.307,2020-03-18,0
14415,,Western Sahara,24.2155,-12.8858,2020-03-18,0
14416,,Sao Tome and Principe,0.18636,6.613081,2020-03-18,0
14417,,Yemen,15.552726999999999,48.516388,2020-03-18,0
14418,,Comoros,-11.6455,43.3333,2020-03-18,0
14419,,Tajikistan,38.861034000000004,71.276093,2020-03-18,0
14420,,Lesotho,-29.609988,28.233608,2020-03-18,0
14421,,Afghanistan,33.0,65.0,2020-03-19,1
14422,,Albania,41.1533,20.1683,2020-03-19,0
14423,,Algeria,28.0339,1.6596,2020-03-19,32
14424,,Andorra,42.5063,1.5218,2020-03-19,1
14425,,Angola,-11.2027,17.8739,2020-03-19,0
14426,,Antigua and Barbuda,17.0608,-61.7964,2020-03-19,0
14427,,Argentina,-38.4161,-63.6167,2020-03-19,3
14428,,Armenia,40.0691,45.0382,2020-03-19,1
14429,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-19,0
14430,New South Wales,Australia,-33.8688,151.2093,2020-03-19,4
14431,Northern Territory,Australia,-12.4634,130.8456,2020-03-19,0
14432,Queensland,Australia,-28.0167,153.4,2020-03-19,8
14433,South Australia,Australia,-34.9285,138.6007,2020-03-19,3
14434,Tasmania,Australia,-41.4545,145.9707,2020-03-19,3
14435,Victoria,Australia,-37.8136,144.9631,2020-03-19,8
14436,Western Australia,Australia,-31.9505,115.8605,2020-03-19,0
14437,,Austria,47.5162,14.5501,2020-03-19,9
14438,,Azerbaijan,40.1431,47.5769,2020-03-19,6
14439,,Bahamas,25.0343,-77.3963,2020-03-19,0
14440,,Bahrain,26.0275,50.55,2020-03-19,100
14441,,Bangladesh,23.685,90.3563,2020-03-19,3
14442,,Barbados,13.1939,-59.5432,2020-03-19,0
14443,,Belarus,53.7098,27.9534,2020-03-19,5
14444,,Belgium,50.8333,4.0,2020-03-19,31
14445,,Belize,13.1939,-59.5432,2020-03-19,0
14446,,Benin,9.3077,2.3158,2020-03-19,0
14447,,Bhutan,27.5142,90.4336,2020-03-19,0
14448,,Bolivia,-16.2902,-63.5887,2020-03-19,0
14449,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-19,2
14450,,Brazil,-14.235,-51.9253,2020-03-19,2
14451,,Brunei,4.5353,114.7277,2020-03-19,0
14452,,Bulgaria,42.7339,25.4858,2020-03-19,0
14453,,Burkina Faso,12.2383,-1.5616,2020-03-19,0
14454,,Cabo Verde,16.5388,-23.0418,2020-03-19,0
14455,,Cambodia,11.55,104.9167,2020-03-19,1
14456,,Cameroon,3.8480000000000003,11.5021,2020-03-19,0
14457,,Canada,56.1304,-106.3468,2020-03-19,9
14458,,Central African Republic,6.6111,20.9394,2020-03-19,0
14459,,Chad,15.4542,18.7322,2020-03-19,0
14460,,Chile,-35.6751,-71.543,2020-03-19,0
14461,Anhui,China,31.8257,117.2264,2020-03-19,984
14462,Beijing,China,40.1824,116.4142,2020-03-19,380
14463,Chongqing,China,30.0572,107.874,2020-03-19,570
14464,Fujian,China,26.0789,117.9874,2020-03-19,295
14465,Gansu,China,37.8099,101.0583,2020-03-19,91
14466,Guangdong,China,23.3417,113.4244,2020-03-19,1318
14467,Guangxi,China,23.8298,108.7881,2020-03-19,250
14468,Guizhou,China,26.8154,106.8748,2020-03-19,144
14469,Hainan,China,19.1959,109.7453,2020-03-19,161
14470,Hebei,China,39.549,116.1306,2020-03-19,310
14471,Heilongjiang,China,47.861999999999995,127.7615,2020-03-19,460
14472,Henan,China,33.882,113.61399999999999,2020-03-19,1250
14473,Hong Kong,China,22.3,114.2,2020-03-19,95
14474,Hubei,China,30.9756,112.2707,2020-03-19,57682
14475,Hunan,China,27.6104,111.7088,2020-03-19,1014
14476,Inner Mongolia,China,44.0935,113.9448,2020-03-19,74
14477,Jiangsu,China,32.9711,119.455,2020-03-19,631
14478,Jiangxi,China,27.614,115.7221,2020-03-19,934
14479,Jilin,China,43.6661,126.1923,2020-03-19,92
